Event Sequence Number,Movement ID,Timestamp,Event Type,Container ID,Container Number,ISO Code,Size (TEU),Container Type,Load Status,Weight (MT),Weight Class,Yard Zone Type,Shipping Bill Number,Vessel ID,Voyage ID,POD,POD Priority,Expected Voyage DateTime,Actual Voyage DateTime,Cutoff DateTime,Type,Movement Type,From Location Type,From Location ID,To Location Type,To Location ID,Block ID,Stack ID,Tier Level,Equipment ID,Equipment Type,Stack Height After Move,Operator ID,Job ID,Planned Timestamp,Actual Timestamp,Delay Minutes,Exception Flag,Exception Reason,Reason for Movement,Container Status After Event,Dwell Time Since Last Event (min),Move Intent,Optimality Tag,Rehandle Flag,Rehandle Count,Total Dwell Time (min),Yard Utilization %,Block Utilization %,Congestion Level
451,MOV-8D207A56BB,2025-04-05 15:44:37,Rehandle,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:47:00,2025-04-06 16:15:00,export_container,Transfer,Yard,SS5-B4-GROUND,Block,SS5-B4-04-06-2,SS5-B4,04-06,2,RTG-03,RTG,0,OP-003,JOB-B0327007,2025-04-05 15:44:00,2025-04-05 15:44:37,0,0,N/A,Blocking container removal for access,In Yard,16,Forced,Suboptimal,1,1,135,75.3,38.6,Medium
452,MOV-C7B29CB5E9,2025-04-05 15:57:46,Stack,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:47:00,2025-04-06 16:15:00,export_container,Stack,Block,SS5-B4-04-06-2,Block,SS4-B4-19-01-4,SS4-B4,19-01,4,RTG-04,RTG,4,OP-013,JOB-B0327007,2025-04-05 15:57:00,2025-04-05 15:57:46,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,1,148,73.5,36.7,Medium
453,MOV-26004BAB0B,2025-04-05 16:50:02,Gate In,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:54:00,2025-04-06 16:15:00,export_container,Gate In,Gate,GATE-1,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-002,JOB-CA11A7E3,2025-04-05 16:50:00,2025-04-05 16:50:02,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,78.8,39,Medium
454,MOV-30011E3836,2025-04-05 16:59:59,Pre-Staging,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:53:00,2025-04-06 16:15:00,export_container,Yard Out,Block,SS4-B4-19-01-4,Block,SS1-B4-12-06-1,SS1-B4,12-06,1,RTG-03,RTG,1,OP-016,JOB-B0327007,2025-04-05 16:59:00,2025-04-05 16:59:59,0,0,N/A,Vessel cutoff preparation - VOY-2504-KOC-83,In Yard,62,Planned,Optimal,0,1,210,81.3,31,High
455,MOV-1574F02C56,2025-04-05 17:10:03,Yard In,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 12:04:00,2025-04-06 16:15:00,export_container,Yard In,Yard,Sea-Side,Block,SS2-B1-07-05-4,SS2-B1,07-05,4,RTG-03,RTG,0,OP-020,JOB-CA11A7E3,2025-04-05 17:10:00,2025-04-05 17:10:03,0,0,N/A,Initial yard positioning,In Transit,20,Planned,Optimal,0,0,20,77.8,32.1,Medium
456,MOV-0B5E1FAD41,2025-04-05 17:15:46,Vessel Load,CNT-0014,EGLV1628578,42G0,2,Dry,Full,18.9,Medium,Sea-Side,SB669691,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 12:07:00,2025-04-06 16:15:00,export_container,Vessel Load,Block,SS1-B4-12-06-1,Vessel,V083,SS1-B4,N/A,0,QC-02,QC,0,OP-014,JOB-B0327007,2025-04-05 17:15:00,2025-04-05 17:15:46,0,0,N/A,Loading to Kochi service,Loaded,16,Planned,Optimal,0,1,226,72.6,51.7,Medium
457,MOV-C78CF5CFAE,2025-04-05 17:22:01,Stack,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:49:00,2025-04-06 16:15:00,export_container,Stack,Block,SS2-B1-07-05-4,Block,SS4-B1-01-05-3,SS4-B1,01-05,3,RTG-03,RTG,3,OP-014,JOB-CA11A7E3,2025-04-05 17:22:00,2025-04-05 17:22:01,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,0,32,75.4,60.9,Medium
458,MOV-7053A46074,2025-04-05 17:29:39,Unstack,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:52:00,2025-04-06 16:15:00,export_container,Unstack,Block,SS4-B1-01-05-3,Yard,SS4-B1-GROUND,SS4-B1,GROUND,0,RTG-04,RTG,0,OP-009,JOB-CA11A7E3,2025-04-05 17:29:00,2025-04-05 17:29:39,0,0,N/A,Retrieval for repositioning,On Ground,7,Planned,Suboptimal,0,0,39,70.3,65.6,Medium
459,MOV-B4C341E8CD,2025-04-05 18:10:14,Yard Shift,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:23:00,2025-04-06 16:15:00,export_container,Transfer,Block,SS4-B1-GROUND,Block,SS1-B3-13-04-2,SS1-B3,13-04,2,RTG-03,RTG,0,OP-003,JOB-CA11A7E3,2025-04-05 18:10:00,2025-04-05 18:10:14,0,0,N/A,Zone optimization movement,In Yard,41,Planned,Suboptimal,0,0,80,63.9,59.1,Medium
460,MOV-AB3B52AE7A,2025-04-05 18:25:40,Stack,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:46:00,2025-04-06 16:15:00,export_container,Stack,Block,SS1-B3-13-04-2,Block,SS1-B1-13-04-4,SS1-B1,13-04,4,RTG-03,RTG,4,OP-006,JOB-CA11A7E3,2025-04-05 18:25:00,2025-04-05 18:25:40,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,0,95,67.5,30.7,Medium
461,MOV-ACCD8D66FA,2025-04-05 18:31:21,Unstack,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:57:00,2025-04-06 16:15:00,export_container,Unstack,Block,SS1-B1-13-04-4,Yard,SS1-B1-GROUND,SS1-B1,GROUND,0,RTG-04,RTG,0,OP-004,JOB-CA11A7E3,2025-04-05 18:31:00,2025-04-05 18:31:21,0,0,N/A,Retrieval for repositioning,On Ground,6,Planned,Suboptimal,0,0,101,62.8,24.8,Medium
462,MOV-7E9F0FADAF,2025-04-05 18:42:59,Rehandle,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:20:00,2025-04-06 16:15:00,export_container,Transfer,Yard,SS1-B1-GROUND,Block,SS5-B4-09-01-1,SS5-B4,09-01,1,RTG-03,RTG,0,OP-018,JOB-CA11A7E3,2025-04-05 18:42:00,2025-04-05 18:42:59,0,0,N/A,Blocking container removal for access,In Yard,11,Forced,Suboptimal,1,1,112,63.7,24.8,Medium
463,MOV-D1441B2A8B,2025-04-05 18:56:52,Stack,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:35:00,2025-04-06 16:15:00,export_container,Stack,Block,SS5-B4-09-01-1,Block,SS3-B1-07-05-2,SS3-B1,07-05,2,RTG-03,RTG,2,OP-003,JOB-CA11A7E3,2025-04-05 18:56:00,2025-04-05 18:56:52,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,1,126,62.3,24.8,Medium
464,MOV-F72CB4E0A3,2025-04-05 20:04:44,Pre-Staging,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:55:00,2025-04-06 16:15:00,export_container,Yard Out,Block,SS3-B1-07-05-2,Block,SS4-B5-11-04-2,SS4-B5,11-04,2,RTG-03,RTG,2,OP-017,JOB-CA11A7E3,2025-04-05 20:04:00,2025-04-05 20:04:44,0,0,N/A,Vessel cutoff preparation - VOY-2504-KOC-83,In Yard,68,Planned,Optimal,0,1,194,59.2,56.8,Low
465,MOV-5F51DEEDE8,2025-04-05 20:42:14,Vessel Load,CNT-0016,COSU5122665,22G0,1,Dry,Full,27.2,Heavy,Sea-Side,SB875520,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:54:00,2025-04-06 16:15:00,export_container,Vessel Load,Block,SS4-B5-11-04-2,Vessel,V083,SS4-B5,N/A,0,QC-02,QC,0,OP-011,JOB-CA11A7E3,2025-04-05 20:42:00,2025-04-05 20:42:14,0,0,N/A,Loading to Kochi service,Loaded,38,Planned,Optimal,0,1,232,63.8,22,Medium
466,MOV-3F7D0E407D,2025-04-06 13:03:54,Vessel Discharge,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:43:00,2025-04-06 16:15:00,import_container,Yard In,Vessel,V083,Yard,Land-Side,N/A,N/A,0,QC-01,QC,0,OP-003,JOB-5FA64586,2025-04-06 13:03:00,2025-04-06 13:03:54,0,0,N/A,Import discharge from Kochi service,In Transit,0,Planned,Optimal,0,0,0,56.6,24.8,Low
467,MOV-3416741E4F,2025-04-06 13:36:36,Yard In,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:11:00,2025-04-06 16:15:00,import_container,Yard In,Yard,Land-Side,Block,LS1-B1-11-02-2,LS1-B1,11-02,2,RTG-01,RTG,0,OP-003,JOB-5FA64586,2025-04-06 13:36:00,2025-04-06 13:36:36,0,0,N/A,Initial yard positioning,In Transit,33,Planned,Optimal,0,0,33,60.3,24.8,Medium
468,MOV-13BDF6E240,2025-04-06 13:49:09,Stack,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 11:01:00,2025-04-06 16:15:00,import_container,Stack,Block,LS1-B1-11-02-2,Block,LS2-B3-05-07-1,LS2-B3,05-07,1,RTG-02,RTG,1,OP-018,JOB-5FA64586,2025-04-06 13:49:00,2025-04-06 13:49:09,0,0,N/A,Yard stacking for storage,In Yard,13,Planned,Optimal,0,0,46,55.8,17.9,Low
469,MOV-EE69B905D3,2025-04-06 13:58:08,Unstack,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:46:00,2025-04-06 16:15:00,import_container,Unstack,Block,LS2-B3-05-07-1,Yard,LS2-B3-GROUND,LS2-B3,GROUND,0,RTG-01,RTG,0,OP-012,JOB-5FA64586,2025-04-06 13:58:00,2025-04-06 13:58:08,0,0,N/A,Retrieval for repositioning,On Ground,9,Planned,Suboptimal,0,0,55,58.2,38,Low
470,MOV-3FF26C24D8,2025-04-06 14:38:07,Yard Shift,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:53:00,2025-04-06 16:15:00,import_container,Transfer,Block,LS2-B3-GROUND,Block,SS3-B1-05-06-4,SS3-B1,05-06,4,RTG-01,RTG,0,OP-016,JOB-5FA64586,2025-04-06 14:38:00,2025-04-06 14:38:07,0,0,N/A,Zone optimization movement,In Yard,40,Planned,Suboptimal,0,0,95,79.9,43.2,Medium
471,MOV-803602323D,2025-04-06 14:50:01,Stack,CNT-0006,APLU8460758,45G1,2,Dry,Full,29.6,Heavy,Land-Side,N/A,V083,VOY-2504-KOC-83,Kochi,3,2025-04-06 11:15:00,2025-04-06 10:52:00,2025-04-06 16:15:00,import_container,Stack,Block,SS3-B1-05-06-4,Block,LS2-B5-02-06-3,LS2-B5,02-06,3,RTG-01,RTG,3,OP-016,JOB-5FA64586,2025-04-06 14:50:00,2025-04-06 14:50:01,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,0,107,79.4,62.9,Medium
472,MOV-A5F8F93FE6,2025-04-07 13:12:24,Gate In,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 06:44:00,2025-04-10 13:00:00,export_container,Gate In,Gate,GATE-4,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-008,JOB-585D406F,2025-04-07 13:12:00,2025-04-07 13:12:24,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,52.4,24.8,Low
473,MOV-59B7352309,2025-04-07 14:03:34,Yard In,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:57:00,2025-04-10 13:00:00,export_container,Yard In,Yard,Sea-Side,Block,SS3-B3-05-04-4,SS3-B3,05-04,4,RTG-03,RTG,0,OP-006,JOB-585D406F,2025-04-07 14:03:00,2025-04-07 14:03:34,0,0,N/A,Initial yard positioning,In Transit,51,Planned,Optimal,0,0,51,74.7,29.9,Medium
474,MOV-D0DA1B66E5,2025-04-07 14:15:45,Stack,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:34:00,2025-04-10 13:00:00,export_container,Stack,Block,SS3-B3-05-04-4,Block,SS3-B2-02-01-4,SS3-B2,02-01,4,RTG-03,RTG,4,OP-014,JOB-585D406F,2025-04-07 14:15:00,2025-04-07 14:15:45,0,0,N/A,Yard stacking for storage,In Yard,12,Planned,Optimal,0,0,63,69.1,46.6,Medium
475,MOV-3FD655DA5E,2025-04-07 14:26:05,Unstack,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:09:00,2025-04-10 13:00:00,export_container,Unstack,Block,SS3-B2-02-01-4,Yard,SS3-B2-GROUND,SS3-B2,GROUND,0,RTG-03,RTG,0,OP-003,JOB-585D406F,2025-04-07 14:26:00,2025-04-07 14:26:05,0,0,N/A,Retrieval for repositioning,On Ground,11,Planned,Suboptimal,0,0,74,73.2,41,Medium
476,MOV-B4FA17B8F9,2025-04-07 14:57:54,Yard Shift,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:00:00,2025-04-10 13:00:00,export_container,Transfer,Block,SS3-B2-GROUND,Block,SS5-B1-10-06-4,SS5-B1,10-06,4,RTG-03,RTG,0,OP-002,JOB-585D406F,2025-04-07 14:57:00,2025-04-07 14:57:54,0,0,N/A,Zone optimization movement,In Yard,31,Planned,Suboptimal,0,0,105,68.6,38.1,Medium
477,MOV-65F21C3E7B,2025-04-07 15:05:31,Stack,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:14:00,2025-04-10 13:00:00,export_container,Stack,Block,SS5-B1-10-06-4,Block,SS3-B2-04-01-2,SS3-B2,04-01,2,RTG-04,RTG,2,OP-017,JOB-585D406F,2025-04-07 15:05:00,2025-04-07 15:05:31,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Suboptimal,0,0,113,64.7,57.9,Medium
478,MOV-A49392C779,2025-04-07 15:18:55,Unstack,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:04:00,2025-04-10 13:00:00,export_container,Unstack,Block,SS3-B2-04-01-2,Yard,SS3-B2-GROUND,SS3-B2,GROUND,0,RTG-03,RTG,0,OP-004,JOB-585D406F,2025-04-07 15:18:00,2025-04-07 15:18:55,0,0,N/A,Retrieval for repositioning,On Ground,13,Planned,Suboptimal,0,0,126,68.6,36.1,Medium
479,MOV-F3503D978F,2025-04-07 15:41:24,Gate In,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 15:04:00,2025-04-10 19:16:00,export_container,Gate In,Gate,GATE-8,Yard,Sea-Side,N/A,N/A,0,TT-02,internal truck,0,OP-010,JOB-36520A21,2025-04-07 15:41:00,2025-04-07 15:41:24,0,0,N/A,Export cargo arrival from CFS/ICD,In Transit,0,Planned,Optimal,0,0,0,73.4,34.7,Medium
480,MOV-DB28E632A8,2025-04-07 15:57:23,Yard Shift,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 06:37:00,2025-04-10 13:00:00,export_container,Transfer,Block,SS3-B2-GROUND,Block,SS3-B5-03-04-4,SS3-B5,03-04,4,RTG-03,RTG,0,OP-016,JOB-585D406F,2025-04-07 15:57:00,2025-04-07 15:57:23,0,0,N/A,Zone optimization movement,In Yard,39,Planned,Suboptimal,0,0,165,73.2,40.1,Medium
481,MOV-0E0E92ABAA,2025-04-07 16:11:30,Stack,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:16:00,2025-04-10 13:00:00,export_container,Stack,Block,SS3-B5-03-04-4,Block,SS1-B2-17-01-1,SS1-B2,17-01,1,RTG-03,RTG,1,OP-013,JOB-585D406F,2025-04-07 16:11:00,2025-04-07 16:11:30,0,0,N/A,Yard stacking for storage,In Yard,14,Planned,Optimal,0,0,179,68.9,43.2,Medium
482,MOV-40A43FA481,2025-04-07 16:30:05,Yard In,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:06:00,2025-04-10 19:16:00,export_container,Yard In,Yard,Sea-Side,Block,SS3-B4-20-05-4,SS3-B4,20-05,4,RTG-02,RTG,0,OP-011,JOB-36520A21,2025-04-07 16:30:00,2025-04-07 16:30:05,0,0,N/A,Initial yard positioning,In Transit,49,Planned,Optimal,0,0,49,69.9,37.9,Medium
483,MOV-2DA75D741B,2025-04-07 16:38:28,Stack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:38:00,2025-04-10 19:16:00,export_container,Stack,Block,SS3-B4-20-05-4,Block,SS4-B3-15-07-3,SS4-B3,15-07,3,RTG-02,RTG,3,OP-006,JOB-36520A21,2025-04-07 16:38:00,2025-04-07 16:38:28,0,0,N/A,Yard stacking for storage,In Yard,8,Planned,Optimal,0,0,57,67.5,51.2,Medium
484,MOV-E31B221334,2025-04-07 16:45:44,Unstack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 13:56:00,2025-04-10 19:16:00,export_container,Unstack,Block,SS4-B3-15-07-3,Yard,SS4-B3-GROUND,SS4-B3,GROUND,0,RTG-03,RTG,0,OP-007,JOB-36520A21,2025-04-07 16:45:00,2025-04-07 16:45:44,0,0,N/A,Retrieval for repositioning,On Ground,7,Planned,Suboptimal,0,0,64,72.7,63.9,Medium
485,MOV-39996CDA0F,2025-04-07 17:00:20,Pre-Staging,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 07:04:00,2025-04-10 13:00:00,export_container,Yard Out,Block,SS1-B2-17-01-1,Block,SS4-B2-11-02-4,SS4-B2,11-02,4,RTG-03,RTG,4,OP-003,JOB-585D406F,2025-04-07 17:00:00,2025-04-07 17:00:20,0,0,N/A,Vessel cutoff preparation - VOY-2504-CLB-85,In Yard,49,Planned,Optimal,0,0,228,60.5,43.2,Medium
486,MOV-944AD8F87B,2025-04-07 17:05:16,Yard Shift,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 15:05:00,2025-04-10 19:16:00,export_container,Transfer,Block,SS4-B3-GROUND,Block,SS1-B1-13-05-1,SS1-B1,13-05,1,RTG-02,RTG,0,OP-005,JOB-36520A21,2025-04-07 17:05:00,2025-04-07 17:05:16,0,0,N/A,Zone optimization movement,In Yard,20,Planned,Suboptimal,0,0,84,72.4,66.2,Medium
487,MOV-441C097B24,2025-04-07 17:11:22,Stack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:27:00,2025-04-10 19:16:00,export_container,Stack,Block,SS1-B1-13-05-1,Block,SS3-B4-05-02-2,SS3-B4,05-02,2,RTG-02,RTG,2,OP-016,JOB-36520A21,2025-04-07 17:11:00,2025-04-07 17:11:22,0,0,N/A,Yard stacking for storage,In Yard,6,Planned,Suboptimal,0,0,90,67.3,32.3,Medium
488,MOV-388B4B6F26,2025-04-07 17:23:34,Unstack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:08:00,2025-04-10 19:16:00,export_container,Unstack,Block,SS3-B4-05-02-2,Yard,SS3-B4-GROUND,SS3-B4,GROUND,0,RTG-02,RTG,0,OP-019,JOB-36520A21,2025-04-07 17:23:00,2025-04-07 17:23:34,0,0,N/A,Retrieval for repositioning,On Ground,12,Planned,Suboptimal,0,0,102,72,49.6,Medium
489,MOV-5314E0EC14,2025-04-07 17:33:33,Vessel Load,CNT-0021,EGLV2413458,22G1,1,Dry,Full,24.5,Heavy,Sea-Side,SB416302,V085,VOY-2504-CLB-85,Colombo,1,2025-04-10 07:00:00,2025-04-10 06:35:00,2025-04-10 13:00:00,export_container,Vessel Load,Block,SS4-B2-11-02-4,Vessel,V085,SS4-B2,N/A,0,QC-02,QC,0,OP-013,JOB-585D406F,2025-04-07 17:33:00,2025-04-07 17:33:33,0,0,N/A,Loading to Colombo service,Loaded,33,Planned,Optimal,0,0,261,70,66.1,Medium
490,MOV-E92E7F25F2,2025-04-07 17:57:05,Yard Shift,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:42:00,2025-04-10 19:16:00,export_container,Transfer,Block,SS3-B4-GROUND,Block,SS5-B3-12-04-2,SS5-B3,12-04,2,RTG-02,RTG,0,OP-010,JOB-36520A21,2025-04-07 17:57:00,2025-04-07 17:57:05,0,0,N/A,Zone optimization movement,In Yard,34,Planned,Suboptimal,0,0,136,69.4,49.5,Medium
491,MOV-3F2F19A20C,2025-04-07 18:07:59,Stack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:48:00,2025-04-10 19:16:00,export_container,Stack,Block,SS5-B3-12-04-2,Block,SS5-B2-12-03-4,SS5-B2,12-03,4,RTG-03,RTG,4,OP-016,JOB-36520A21,2025-04-07 18:07:00,2025-04-07 18:07:59,0,0,N/A,Yard stacking for storage,In Yard,10,Planned,Suboptimal,0,0,146,53.5,55.7,Low
492,MOV-15FA0EF819,2025-04-07 18:16:50,Unstack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 13:46:00,2025-04-10 19:16:00,export_container,Unstack,Block,SS5-B2-12-03-4,Yard,SS5-B2-GROUND,SS5-B2,GROUND,0,RTG-02,RTG,0,OP-018,JOB-36520A21,2025-04-07 18:16:00,2025-04-07 18:16:50,0,0,N/A,Retrieval for repositioning,On Ground,9,Planned,Suboptimal,0,0,155,51,37.1,Low
493,MOV-DFDAD088EE,2025-04-07 18:37:16,Rehandle,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 13:56:00,2025-04-10 19:16:00,export_container,Transfer,Yard,SS5-B2-GROUND,Block,SS2-B2-13-07-4,SS2-B2,13-07,4,RTG-02,RTG,0,OP-014,JOB-36520A21,2025-04-07 18:37:00,2025-04-07 18:37:16,0,0,N/A,Blocking container removal for access,In Yard,21,Forced,Suboptimal,1,1,176,50.9,37.1,Low
494,MOV-0602AF1CD3,2025-04-07 18:52:04,Stack,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:09:00,2025-04-10 19:16:00,export_container,Stack,Block,SS2-B2-13-07-4,Block,SS3-B3-18-07-3,SS3-B3,18-07,3,RTG-02,RTG,3,OP-005,JOB-36520A21,2025-04-07 18:52:00,2025-04-07 18:52:04,0,0,N/A,Yard stacking for storage,In Yard,15,Planned,Optimal,0,1,191,54.6,37.1,Low
495,MOV-7BAC63E879,2025-04-07 19:59:03,Pre-Staging,CNT-0036,HLCU7044941,22G1,1,Dry,Full,13.1,Medium,Sea-Side,SB734992,V087,VOY-2504-KOC-87,Kochi,3,2025-04-10 14:16:00,2025-04-10 14:54:00,2025-04-10 19:16:00,export_container,Yard Out,Block,SS3-B3-18-07-3,Block,SS5-B4-07-03-1,SS5-B4,07-03,1,RTG-02,RTG,1,OP-001,JOB-36520A21,2025-04-07 19:59:00,2025-04-07 19:59:03,0,0,N/A,Vessel cutoff preparation - VOY-2504-KOC-87,In Yard,67,Planned,Optimal,0,1,258,52.5,40.9,Low
